project_id,option_id,option_number,num_modules,module_wp,module_source,total_kwp,battery_kwh,battery_brand,battery_name,num_battery_units,has_battery,inverter_kw,inverter_brand,has_wallbox_design,wallbox_kw,wallbox_brand,has_heatpump,heatpump_kw,technologies,roof_type,primary_brand,num_brands,has_energy_manager,has_smart_meter,has_optimizer,has_surge_protection,has_scaffolding,has_meter_cabinet,total_line_items,count_InstallationFee,count_ServiceFee,count_Other,count_AccessoryToModule,count_AccessoryToBatteryStorage,count_AccessoryToInverter,count_AccessoryToWallbox,customer_contact_id,request_created_at,offer_created_at,first_signed_at,country,energy_demand_wh,energy_price_per_wh,energy_price_increase,energy_price_with_flexible_tariff,base_price_per_month,base_price_increase,load_profile,load_profile_editor_id,has_ev,ev_annual_drive_distance_km,has_solar,solar_size_kwp,solar_angle,solar_orientation,solar_built_year,solar_feedin_renumeration,solar_feedin_renumeration_post_eeg,has_storage,storage_size_kwh,storage_built_year,has_wallbox,wallbox_charge_speed_kw,heating_existing_type,heating_existing_cost_per_year,heating_existing_cost_increase_per_year,heating_existing_electricity_demand_kwh,heating_existing_heating_demand_wh,house_size_sqm,house_built_year,num_inhabitants,dataset_source,energy_demand_kwh,energy_price_ct_kwh,offer_date,offer_month
3e26b0d3a1594d00,9bdcc6415ed9ae55,1,24.0,450.0,Substructure,10.8,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,EcoFlow,1,False,False,False,False,False,False,10,4,2,0,1,0,0,0,ad6957460d713443,,2025-07-22 13:55:21.209000,2025-11-10 08:34:17.980000,Germany,6000000.0,0.00032,0.01,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,6000.0,32.0,2025-07-22 13:55:21.209,2025-07
3e73fa6a85684492,7733166d04cf6d85,1,24.0,450.0,CompletePackage,10.8,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Unknown,0,False,False,False,False,False,False,1,0,0,1,0,0,0,0,e607a8fb75df325b,,2026-03-09 12:41:17.737000,2026-03-12 09:23:42.336000,Germany,4500000.0,0.00039,0.03,,,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,39.0,2026-03-09 12:41:17.737,2026-03
3e7e43e7f0d22790,eeb92d9751c8f47f,1,26.0,450.0,Module,11.7,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,10.0,Sigenergy,True,11.0,Sigenergy,False,0.0,"ses,solar,wallbox",Unknown,Sigenergy,2,False,False,False,False,False,False,11,3,2,1,0,0,0,0,0010a3afc54a9899,2025-11-14 14:19:38.335000,2025-11-14 14:22:24.789000,2025-12-08 15:40:07.554000,Germany,4030000.0,0.00032,0.03,0.00022,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4030.0,32.0,2025-11-14 14:22:24.789,2025-11
3ee543020059be49,c79046354db6f62d,1,26.0,450.0,Substructure,11.7,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Flat Roof,EcoFlow,1,False,False,False,False,True,True,16,5,3,1,2,0,1,0,bded338f72d28b0f,,2025-07-23 12:51:30.007000,2025-07-30 07:38:50.334000,Germany,4200000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4200.0,32.0,2025-07-23 12:51:30.007,2025-07
3f8d4e1224e06b40,71b20dad3d51115d,1,0.0,0.0,none,0.0,0.0,none,none,0.0,False,0.0,none,True,22.0,EcoFlow,False,0.0,wallbox,Unknown,EcoFlow,1,False,False,False,False,False,False,3,1,0,1,0,0,0,0,0de44066762d27f2,,2025-08-01 11:42:15.442000,2025-08-01 12:12:40.780000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-08-01 11:42:15.442,2025-08
3fcdc4dc465a185c,b5bf108af3011f90,1,27.0,450.0,Substructure,12.15,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,Huawei,1,True,False,True,False,True,True,11,3,2,0,3,0,0,0,b854336e7abde97a,,2024-08-01 06:21:03.326000,2024-08-28 06:22:41.298000,Germany,3000000.0,0.0003,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3000.0,30.0,2024-08-01 06:21:03.326,2024-08
3fe488745b04ea8b,625cf25003fabe2b,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension B,1.0,True,6.0,Huawei,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,8,2,2,0,0,2,0,0,26e25e4a0aae7912,,2026-03-13 15:41:35.044000,2026-03-14 14:09:48.736000,Germany,4500000.0,0.00032,0.03,,,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2026-03-13 15:41:35.044,2026-03
401eccff6f9ca3ed,4bc850b266b84225,1,0.0,0.0,none,0.0,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Huawei,1,False,False,True,False,False,False,3,0,1,0,2,0,0,0,69f01980355c1f05,,2024-07-22 09:37:44.219000,2024-08-12 06:53:59.370000,Germany,4500000.0,0.00045,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-07-22 09:37:44.219,2024-07
406e5aecde41c366,5f28d706c558ba3f,1,22.0,450.0,Substructure,9.9,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,EcoFlow,1,False,False,False,True,True,False,13,4,3,2,1,0,0,0,7e08532b5c77b8ae,,2025-06-05 07:26:01.380000,2025-07-07 20:32:20.792000,Germany,4000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,Heatpump,,,2500.0,8750000.0,,,,2a8ba8e2,4000.0,32.0,2025-06-05 07:26:01.380,2025-06
40e852a0e4eb8843,8ea89bda1cf2f38d,1,14.0,450.0,Substructure,6.3,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,EcoFlow,2,False,False,False,True,True,True,16,5,4,2,1,0,1,0,fbcf6e8c44c83002,,2025-02-11 15:02:24.386000,2025-02-28 12:11:41.927000,Germany,8500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,8500.0,32.0,2025-02-11 15:02:24.386,2025-02
410ae3b0babf382e,58d105d7302682c2,1,30.0,450.0,CompletePackage,13.5,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Sigenergy,1,False,False,False,False,False,False,1,0,0,1,0,0,0,0,90b5554cdc6999b8,2025-10-20 07:30:07.804000,2025-11-11 13:45:03.551000,2025-11-24 16:52:15.294000,Germany,3000000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,3000.0,39.0,2025-11-11 13:45:03.551,2025-11
41281d7f59d5f737,6fa0dba25316209d,1,30.0,450.0,CompletePackage,13.5,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Sigenergy,1,False,False,False,False,False,False,2,0,1,1,0,0,0,0,2b5952fe3829db38,2025-12-22 17:03:55.575000,2025-12-22 17:09:41.502000,2026-01-14 12:48:37.248000,Germany,4500000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,39.0,2025-12-22 17:09:41.502,2025-12
4140f62efc9c7ee3,47ef1c5692d7e0dc,1,25.0,450.0,Substructure,11.25,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,Huawei,1,False,True,False,False,True,False,11,3,2,1,2,0,0,0,c014dada2bbe9b22,,2024-09-06 10:52:18.195000,2024-09-26 10:24:25.676000,Germany,8000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,8000.0,32.0,2024-09-06 10:52:18.195,2024-09
4183db56f96f4c43,a98ca32b4d1ab440,1,13.0,450.0,Substructure,5.85,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Clay Tile Roof,Huawei,2,True,False,False,True,True,True,16,5,4,2,2,0,0,0,7b3bb4ce433c4b9b,,2025-03-07 08:08:25.332000,2025-04-03 05:15:23.751000,Germany,2500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2500.0,32.0,2025-03-07 08:08:25.332,2025-03
41b2ab379845d133,e87e6273b2389cd8,1,41.0,450.0,Substructure,18.45,16.98,EcoFlow,Battery LFP 15kWh,2.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Clay Tile Roof,EcoFlow,1,False,False,False,False,True,True,12,4,2,1,1,0,0,0,1756d04d296ad3a1,,2026-03-19 10:28:08.657000,2026-04-21 16:09:53.345000,Germany,3800000.0,0.00032,0.03,,26.0,0.03,H0,,False,,False,,,,,,,False,,,False,,Heatpump,,,4500.0,15750000.0,,,,2a8ba8e2,3800.0,32.0,2026-03-19 10:28:08.657,2026-03
41f00cf5d52609cf,07513b408740df37,1,11.0,450.0,CompletePackage,4.95,5.0,Huawei,Battery 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Huawei,1,False,False,True,False,False,True,6,2,1,0,2,0,0,0,d183fe0805d4adee,,2024-11-29 10:00:32.401000,2024-11-29 00:00:00,Germany,3500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3500.0,32.0,2024-11-29 10:00:32.401,2024-11
42116e503ac08075,14dbf2564de6840c,1,24.0,450.0,CompletePackage,10.8,12.0,Sigenergy,Sigenergy AIOS Battery 6kWh,2.0,True,0.0,none,True,11.0,Sigenergy,False,0.0,"ses,solar,wallbox",Unknown,Sigenergy,1,False,False,False,False,False,False,5,0,0,3,0,0,0,0,96ef05dafec10f2b,2026-01-25 08:03:35.200000,2026-01-25 08:03:48.142000,2026-04-04 08:37:41.947000,Germany,3000000.0,0.00039,0.03,,,,H0,,True,60000.0,False,,,,,,,False,,,False,,Heatpump,,,4500.0,15750000.0,,,,23c108b7,3000.0,39.0,2026-01-25 08:03:48.142,2026-01
42260cb8dc1cfc1c,baad79cedb3accd2,1,15.0,450.0,Substructure,6.75,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,Huawei,1,False,False,True,True,True,True,18,6,3,3,2,1,0,0,4a45b01d7488fc73,,2025-02-10 15:00:07.046000,2025-09-04 15:10:33.748000,Germany,5000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,5000.0,32.0,2025-02-10 15:00:07.046,2025-02
436de7413019cbce,553996e1498a0529,1,67.0,450.0,CompletePackage,30.15,18.0,Sigenergy,Sigenergy AIOS Battery 9kWh,2.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,7,3,2,0,0,0,0,0,d742ed060ce6ed8c,,2026-03-03 10:10:51.870000,2026-04-17 08:50:34.251000,Germany,4000000.0,0.00035,0.03,0.00025,,0.03,H0,,True,23500.0,False,,,,,,,False,,,False,,Heatpump,,,4000.0,14000000.0,,,,23c108b7,4000.0,34.99999999999999,2026-03-03 10:10:51.870,2026-03
438826d0ecb6c5ea,b56ffe946c6362c4,1,39.0,450.0,Substructure,17.55,20.0,EcoFlow,Battery LFP 10kWh,2.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,EcoFlow,1,False,False,False,True,True,True,15,8,2,0,1,0,0,0,680372c383f8ec4d,,2025-07-23 14:30:30.128000,2026-03-20 19:27:05.099000,Germany,10000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,Heatpump,,,10000.0,35000000.0,,,,2a8ba8e2,10000.0,32.0,2025-07-23 14:30:30.128,2025-07
439682693bc07127,e76ed30188ebd2be,1,24.0,450.0,Substructure,10.8,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,True,11.0,Smartfox,False,0.0,"ses,solar,wallbox",Concrete Roof,Huawei,2,True,True,True,False,True,True,17,6,2,1,3,0,0,1,da872a8cacbe2f9e,,2024-09-18 05:58:16.994000,2024-10-21 16:10:56.888000,Germany,3500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3500.0,32.0,2024-09-18 05:58:16.994,2024-09
43f3804d90f8b74e,442b3988a6fc8750,1,0.0,0.0,none,0.0,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Huawei,1,True,False,False,False,False,False,2,0,1,0,1,0,0,0,5abf55e4fc764fd1,,2024-11-18 12:31:02.171000,2024-12-17 16:41:00.429000,Germany,4500000.0,0.00045,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-11-18 12:31:02.171,2024-11
43f7783f017966f9,12e5b682bcb3ef59,1,25.0,450.0,Substructure,11.25,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Clay Tile Roof,EcoFlow,2,False,False,False,True,True,True,15,5,4,1,1,0,1,0,71afa279aa669872,,2025-04-03 09:40:56.102000,2025-04-11 09:21:59.490000,Germany,7800000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,7800.0,32.0,2025-04-03 09:40:56.102,2025-04
442d43a219eec3f7,8ea7a9fa5d382747,1,10.0,450.0,Substructure,4.5,14.0,Huawei,Battery 14kWh,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,solar,wallbox",Flat Roof,Huawei,2,False,False,True,True,False,True,18,6,4,2,2,1,0,0,508530665d375ee3,,2025-01-27 07:41:05.980000,2025-01-30 18:06:48.356000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,Heatpump,0.0,,5000.0,17500000.0,,,,2a8ba8e2,4500.0,32.0,2025-01-27 07:41:05.980,2025-01
44359944918c2151,9ebd35c33d5bf8e1,1,15.0,450.0,Substructure,6.75,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Clay Tile Roof,Insurer,1,False,False,False,False,True,False,11,2,4,2,1,0,0,0,670173d9da2e71c5,,2025-04-10 14:16:27.012000,2025-05-28 14:19:05.978000,Germany,2500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2500.0,32.0,2025-04-10 14:16:27.012,2025-04
449f53ce0e06b3f7,dd2a6a9e6d224c97,1,33.0,450.0,CompletePackage,14.85,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,10,4,2,1,0,1,0,0,13d856abcc6134c7,2026-01-07 11:00:12.961000,2026-01-26 18:24:41.164000,2026-02-10 06:15:34.926000,Germany,5000000.0,0.00034,0.03,0.0002,,,FamilyOfFour,,True,30000.0,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,5000.0,34.0,2026-01-26 18:24:41.164,2026-01
44cff3b2f6ae0998,494dfa50b331ec90,1,33.0,450.0,Module,14.85,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,GoodWe,2,False,False,False,False,False,False,7,1,0,5,0,0,0,0,2710ea1a1f49e06a,2025-11-17 14:04:23.565000,2025-12-16 21:44:53.078000,2025-12-18 13:22:20.893000,Germany,4500000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,39.0,2025-12-16 21:44:53.078,2025-12
45e5cce205b082a3,1b160a040e69e358,1,14.0,450.0,CompletePackage,6.3,6.4,FoxESS,FoxESS Battery 3.3kWh L2,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,FoxESS,1,False,False,False,False,False,False,3,0,0,2,0,0,0,0,c0edf978c137413a,,2026-02-26 08:09:18.073000,2026-03-12 09:10:00.028000,Germany,3000000.0,0.00031,0.04,0.00022,,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,3000.0,31.0,2026-02-26 08:09:18.073,2026-02
45e9a1306914e617,a0d91b7df0f11b28,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension D,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,1,0,0,0,0,0,0,0,dfa8ae738fd46903,,2025-09-02 10:55:12.384000,2025-10-13 09:32:02.037000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-09-02 10:55:12.384,2025-09
45f77cd710fb1d38,7de7388bdef44e2b,1,0.0,0.0,none,0.0,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Sigenergy,1,False,False,False,False,False,False,1,0,0,0,0,0,0,0,a9c2a2e2c37507dd,2026-01-05 07:51:57.747000,2026-01-19 17:47:20.231000,2026-03-26 12:51:23.180000,Germany,2600000.0,0.00026,0.04,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,2600.0,26.0,2026-01-19 17:47:20.231,2026-01
4607ba4fc4e6a035,c9d502075e84fe81,1,19.0,450.0,Substructure,8.55,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,Huawei,1,True,False,True,False,True,True,13,5,2,0,3,0,0,0,3003c826bb4c901b,,2024-09-12 06:26:54.689000,2024-09-16 18:45:28.907000,Germany,6000000.0,0.00035,0.03,,,,HomeOfficeOnePerson,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,6000.0,34.99999999999999,2024-09-12 06:26:54.689,2024-09
465d00ca294da31f,7422439a4f2dc4a9,1,13.0,450.0,CompletePackage,5.85,6.0,Sigenergy,Sigenergy AIOS Battery 6kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,11,4,3,1,0,0,0,0,a597c9c27e16d61b,2025-10-21 14:03:48.657000,2025-10-31 09:34:37.404000,2025-11-07 13:37:09.041000,Germany,2000000.0,0.00035,0.03,0.00024,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,2000.0,34.99999999999999,2025-10-31 09:34:37.404,2025-10
47107f2aad7c273e,08cf7d1186c6873a,1,54.0,450.0,Substructure,24.3,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Metal Roof,Huawei,2,False,True,False,False,True,True,12,4,4,0,2,0,0,0,406666539045f030,,2025-02-05 06:55:09.759000,2025-02-06 18:21:26.281000,Germany,0.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,0.0,32.0,2025-02-05 06:55:09.759,2025-02
4732dc7b0a1c70c7,ebfe268a627cc136,1,33.0,450.0,CompletePackage,14.85,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,9,3,2,2,0,0,0,0,890b6947c39e4160,2026-01-26 10:27:26.329000,2026-02-13 11:46:59.626000,2026-03-23 13:47:03.465000,Germany,7500000.0,0.0004,0.03,0.0002,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,7500.0,40.0,2026-02-13 11:46:59.626,2026-02
47cbc94c6be2fbf5,e1efac39451a5532,1,24.0,450.0,CompletePackage,10.8,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Sigenergy,1,False,False,False,False,False,False,1,0,0,1,0,0,0,0,2b20f4622eeced57,2025-10-07 07:02:24.540000,2025-11-11 14:02:22.680000,2025-11-25 10:10:19.021000,Germany,3000000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,3000.0,39.0,2025-11-11 14:02:22.680,2025-11
47d8eb439db923d0,b5c58c2b68a17a23,1,30.0,450.0,Substructure,13.5,15.0,EcoFlow,Battery LFP 15kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Flat Roof,EcoFlow,1,False,False,False,False,True,True,14,6,3,0,1,0,0,0,3e09f62bd6b8cea9,,2025-05-12 11:19:08.571000,2025-06-12 14:00:19.905000,Germany,3600000.0,0.00032,0.03,,,,HomeOfficeOnePerson,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3600.0,32.0,2025-05-12 11:19:08.571,2025-05
47fa87dce27b50ba,dd603ad8d1512bd9,1,18.0,450.0,CompletePackage,8.1,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Huawei,1,False,False,True,False,False,True,6,2,1,1,1,0,0,0,26c2b92ee9921037,,2024-07-30 12:38:14.454000,2024-09-02 20:29:43.038000,Germany,4500000.0,0.00045,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-07-30 12:38:14.454,2024-07
482b0d77c88b5fd3,e2ba4b6e36552ee9,1,28.0,450.0,Substructure,12.6,15.0,SAJ,Battery 15kWh Pro,1.0,True,0.0,none,True,11.0,SAJ,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,SAJ,1,False,False,False,False,True,True,18,8,3,0,1,1,1,0,a519ec07da72ab27,,2025-10-07 11:23:49.529000,2025-10-23 20:31:52.078000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-10-07 11:23:49.529,2025-10
489f59aff314e397,03d77a3d2d1524b4,1,0.0,0.0,none,0.0,0.0,none,none,0.0,False,0.0,none,True,22.0,Huawei,False,0.0,wallbox,Unknown,Huawei,2,False,False,False,False,False,False,6,1,2,0,0,0,0,2,3799e34c77ba5611,,2025-02-07 08:16:54.786000,2025-02-26 14:34:11.185000,Germany,0.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,0.0,32.0,2025-02-07 08:16:54.786,2025-02
48aa1f761822769f,151c2506e8a44b46,1,12.0,450.0,Substructure,5.4,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar,wallbox",Concrete Roof,Huawei,1,True,False,False,False,False,True,11,5,2,0,2,0,0,0,9a08a29ece1bf74e,,2024-08-16 13:32:38.188000,2024-08-19 12:22:46.134000,Germany,6000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,6000.0,32.0,2024-08-16 13:32:38.188,2024-08
48ad51047a2520a6,5a25a40a9b78dc0f,1,55.0,450.0,Substructure,24.75,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Metal Roof,Huawei,1,True,False,False,False,True,False,11,2,2,1,2,0,2,0,170b531fb8abd518,,2024-07-18 11:18:50.617000,2024-10-24 12:45:43.279000,Germany,10000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,10000.0,32.0,2024-07-18 11:18:50.617,2024-07
48b755731e64509b,f8ce32c9f625ff79,1,21.0,450.0,Substructure,9.45,14.0,Huawei,Battery 14kWh,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,solar,wallbox",Concrete Roof,Huawei,3,False,False,True,False,True,True,17,6,3,0,2,1,0,1,0f143440da1234e7,,2024-11-27 12:04:46.656000,2024-11-29 11:29:50.996000,Germany,4000000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4000.0,39.0,2024-11-27 12:04:46.656,2024-11
48c64f194ad4d4b9,e92658bd8eb80b36,1,33.0,450.0,CompletePackage,14.85,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,9,3,2,2,0,0,0,0,5576b5eafcb4e0fb,2026-03-30 14:56:05.908000,2026-04-02 17:35:41.118000,2026-04-23 13:42:28.832000,Germany,5500000.0,0.00037,0.03,,10.0,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,5500.0,37.0,2026-04-02 17:35:41.118,2026-04
4911db5796f9857b,bad59702592c9a08,1,21.0,450.0,Substructure,9.45,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Clay Roof,Huawei,1,False,True,True,False,True,True,20,9,2,2,3,0,1,0,8364ae7173c9a3e2,,2024-08-05 15:10:59.335000,2024-09-12 08:31:04.190000,Germany,4500000.0,0.00045,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-08-05 15:10:59.335,2024-08
4955f6693eb2795e,f1080b89aac9b9b9,1,16.0,450.0,Substructure,7.2,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,EcoFlow,2,False,False,False,False,True,True,15,6,4,0,1,0,0,0,d2e5b30accff40ec,,2025-03-26 12:40:51.394000,2025-04-01 14:36:13.897000,Germany,4000000.0,0.0003,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4000.0,30.0,2025-03-26 12:40:51.394,2025-03
4958ce5ce31bc81b,e3c7a87f727d8c55,1,10.0,450.0,Substructure,4.5,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Flat Roof,EcoFlow,2,False,False,False,True,False,True,18,6,4,3,1,0,1,0,8c88b35560bb1101,,2025-02-25 08:51:44.319000,2025-03-03 15:00:08.248000,Germany,3500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,Heatpump,0.0,,3500.0,12250000.0,,,,2a8ba8e2,3500.0,32.0,2025-02-25 08:51:44.319,2025-02
4a8125b5932f8c1a,6785af8712404dbc,1,19.0,450.0,Substructure,8.55,5.0,SAJ,Battery 5kWh Pro,1.0,True,0.0,none,True,11.0,SAJ,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,SAJ,1,False,False,False,False,False,False,14,5,3,0,1,1,1,0,92299e14d4b13639,,2025-09-26 09:44:44.505000,2025-11-26 10:45:24.990000,Germany,7000000.0,0.00032,0.03,0.00023,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,7000.0,32.0,2025-09-26 09:44:44.505,2025-09
